country_id,indicator_id,value,version,change_note,review_status,tags,source_url
GBR,I04,"Partial
GOV.UK One Login allows users to prove their identity once and reuse that proof across other services that integrate with One Login. Participating services can receive verified core attributes (and optionally additional checked attributes) after the user completes identity checks, but the model is primarily a reusable identity-and-attribute service rather than a comprehensive whole-of-government data exchange layer.",2026/2/4,I04 sources normalised to government-first; detail aligned to verified-attribute/data-exchange definition.,published,attributes;reuse;identity,"[""https://www.sign-in.service.gov.uk/about/checking-users-identities"", ""https://www.gov.uk/using-your-gov-uk-one-login""]"
GBR,I05,"No
The United Kingdom does not operate a national identity card scheme for citizens; official identity documents are passports and driving licences. Online government identity is provided via GOV.UK One Login, which offers multiple routes for proving identity (app, Post Office, or security questions) and then reuses the verified identity across participating services. Accordingly, there is no chip‑based national ID card acting as the institutional eID for online reuse.",2026/2/4,"Initial baseline | Sources normalised to government-first (batch lift 2026-02-10-2); I05 detail harmonised (2–4 sentence paragraph), translations aligned; government-first sources kept (batch 2026-02-10)",published,no-id-card,"[""https://www.gov.uk/guidance/identity-cards-and-new-identity-and-passport-service-suppliers"", ""https://www.legislation.gov.uk/ukpga/2010/40/crossheading/repeal-of-identity-cards-act-2006""]"
GBR,I06,"Partial
GOV.UK One Login provides a smartphone‑app route for identity proofing and then reuses verified attributes across participating services, but the UK does not run a national mobile‑ID card scheme. The model is a reusable identity‑and‑attribute service rather than a single nationwide mobile credential.",2026/2/4,"I06 aligned to locked definition; detail harmonised (2–4 sentence, 1 paragraph); government-first sources; batch 2026-02-10",published,partial;smartphone;one-login,"[""https://www.gov.uk/using-your-gov-uk-one-login/proving-your-identity"", ""https://www.sign-in.service.gov.uk/about/checking-users-identities""]"
GBR,I07,"Pilot
The UK has begun limited testing of a digital driving licence as a credential within the GOV.UK One Login app ecosystem (GOV.UK Wallet roadmap) in collaboration with DVLA. The trial focuses on controlled cohorts and specific use‑cases; it is not yet a nationwide mDL programme or an accepted credential across all authorities.",2026/2/4,I06 definition/classification restored; I07 definition/classification aligned; I07 details expanded (2–4 sentence); sources normalised (government-first); batch 2026-02-10,published,pilot;drivers-license,"[""https://gds.blog.gov.uk/2026/01/21/making-the-governments-first-digital-wallet-a-reality/"", ""https://roadmap-for-modern-digital-government.campaign.gov.uk/join-up-services/govuk-wallet/""]"
GBR,I08,"Yes
GOV.UK One Login provides a central sign-in and identity proofing service for participating government services.",2026/2/4,Initial baseline,published,authentication;sso,"[""https://www.gov.uk/using-your-gov-uk-one-login/proving-your-identity"", ""https://www.gov.uk/guidance/proving-your-identity-with-the-govuk-one-login-app""]"
GBR,I09,"Procurement
Public sector cloud adoption is supported via the G-Cloud framework and Digital Marketplace procurement.",2026/2/4,Initial baseline,published,procurement;g-cloud,"[""https://www.gov.uk/guidance/g-cloud-buyers-guide"", ""https://www.crowncommercial.gov.uk/agreements/RM1557.15""]"
GBR,I10,"Adequacy
EU has adopted adequacy decisions for the United Kingdom under GDPR (renewed, sunset clause applies).",2026/2/4,Initial baseline,published,privacy;gdpr;adequacy,"[""https://commission.europa.eu/law/law-topic/data-protection/international-dimension-data-protection/adequacy-decisions_en""]"
GBR,I11,"Yes
Key milestones captured in events.csv",2026/2/4,Initial baseline,published,timeline,"[""https://www.gov.uk/government/news/new-digital-id-scheme-to-be-rolled-out-across-uk""]"
IND,I01,"Developing
No universal population register comparable to Nordic systems; Aadhaar provides resident identity for many services but is not a citizenship register.
Legal framework exists (NPR), but updates are intermittent and census-linked; continuous resident registration not yet established.",2026/2/4,I01 explanatory detail expanded based on methodological review (classification unchanged).,published,developing;aadhaar,"[""https://services.india.gov.in/service/detail/unique-identification-authority-of-india-uidai"", ""https://uidai.gov.in/en/ecosystem/authentication-devices-documents/about-aadhaar-paperless-offline-e-kyc.html""]"
IND,I02,"Partial
National-scale attribute verification exists, but it is not based on a continuously updated population register with address-change updates as the system of record. Linkage between resident registration and nationwide reference is incomplete, so the nationwide backbone is only partially established.",2026/2/4,I02 detail expanded for consistent explanatory depth (definition refined; see README).,published,partial;aadhaar;authentication,"[""https://uidai.gov.in/en/ecosystem/authentication-ecosystem.html"", ""https://unstats.un.org/unsd/demographic-social/sconcerns/population_registers/""]"
IND,I03,"Restricted
Aadhaar functions as a nationwide personal identifier with strong institutional backing and is used as a basis for identity verification in the delivery of subsidies and public services. At the same time, the legal framework explicitly provides for conditions and exceptions, including alternative identification mechanisms for individuals without an Aadhaar number. This design positions Aadhaar as a powerful but regulated identifier, where the use of a common number is balanced by statutory safeguards rather than treated as an unconditional universal key.",2026/2/4,Initial baseline,published,aadhaar;restricted,"[""https://services.india.gov.in/service/detail/unique-identification-authority-of-india-uidai"", ""https://uidai.gov.in/en/ecosystem/authentication-devices-documents/about-aadhaar-paperless-offline-e-kyc.html""]"
IND,I04,"Nationwide
India Stack’s data layer (DEPA) defines a secure, consent-based data sharing framework that standardises user consent through a programmable consent artefact and regulated consent managers (such as Account Aggregators in finance). This establishes an interoperable mechanism for verified data sharing across institutions, designed to replace ad-hoc practices like manual document submission or screen scraping.",2026/2/4,I04 sources normalised to government-first; detail aligned to verified-attribute/data-exchange definition.,published,depa;consent;account-aggregator,"[""https://pib.gov.in/PressReleasePage.aspx?PRID=2162953""]"
IND,I05,"Equivalent
India’s Aadhaar is issued as a physical letter/card and is widely reused for online verification, but it is not a chip‑based national ID card providing card‑resident eID/signature. Online verification relies on UIDAI services such as OTP/biometric authentication and paperless offline e‑KYC rather than an IC‑card eID. Accordingly, Aadhaar is treated as Equivalent for this indicator.",2026/2/4,"Initial baseline; I05 detail harmonised (2–4 sentence paragraph), translations aligned; government-first sources kept (batch 2026-02-10)",published,equivalent;aadhaar,"[""https://services.india.gov.in/service/detail/unique-identification-authority-of-india-uidai"", ""https://uidai.gov.in/en/ecosystem/authentication-devices-documents/about-aadhaar-paperless-offline-e-kyc.html""]"
IND,I06,"Nationwide
India provides a nationwide smartphone route through mAadhaar/DigiLocker‑style apps for identity and document presentation, with Aadhaar OTP/biometric authentication and paperless offline e‑KYC available. Consent‑based data sharing under India Stack’s DEPA further enables cross‑institution reuse of verified attributes.",2026/2/4,"I06 aligned to locked definition; detail harmonised (2–4 sentence, 1 paragraph); government-first sources; batch 2026-02-10",published,nationwide;smartphone;aadhaar,"[""https://www.digilocker.gov.in/"", ""https://uidai.gov.in/en/ecosystem/authentication-devices-documents/about-aadhaar-paperless-offline-e-kyc.html"", ""https://pib.gov.in/PressReleasePage.aspx?PRID=2162953""]"
IND,I07,"Nationwide
India’s transport digital services provide mobile access to digital driving licences and vehicle registration via mParivahan under the Ministry of Road Transport and Highways (MoRTH). Digital DLs can be presented for verification by traffic authorities and reused across transport service flows, and Aadhaar‑based verification mechanisms support onboarding where applicable.",2026/2/4,I06 definition/classification restored; I07 definition/classification aligned; I07 details expanded (2–4 sentence); sources normalised (government-first); batch 2026-02-10,published,nationwide;mdl;transport,"[""https://parivahan.gov.in/parivahan/""]"
IND,I08,"Multiple
Aadhaar authentication (OTP/biometric) plus offline e-KYC and DigiLocker document verification provide authentication infrastructure.",2026/2/4,Initial baseline,published,authentication;ekyc;esign,"[""https://services.india.gov.in/service/detail/unique-identification-authority-of-india-uidai"", ""https://uidai.gov.in/en/ecosystem/authentication-devices-documents/about-aadhaar-paperless-offline-e-kyc.html"", ""https://www.digilocker.gov.in/""]"
IND,I09,"Shared-Platform
GI Cloud “MeghRaj is the Government of India cloud initiative to accelerate e-service delivery and optimise ICT spending.",2026/2/4,Initial baseline,published,government-cloud;meghraj,"[""https://cloud.gov.in/user/about.php"", ""https://www.meity.gov.in/content/gi-cloud-meghraj""]"
IND,I10,"No
Digital Personal Data Protection Act 2023 establishes privacy law; no EU GDPR adequacy decision for India.",2026/2/4,Initial baseline,published,privacy;dpdp;no-adequacy,"[""https://www.indiacode.nic.in/bitstream/123456789/22037/1/a2023-22.pdf"", ""https://commission.europa.eu/law/law-topic/data-protection/international-dimension-data-protection/adequacy-decisions_en""]"
IND,I11,"Yes
Key milestones captured in events.csv",2026/2/4,Initial baseline,published,timeline,"[""https://www.indiacode.nic.in/bitstream/123456789/22037/1/a2023-22.pdf""]"
JPN,I01,"Local
Resident registers are maintained by municipalities as the legal system of record; nationwide lookup is enabled through the Basic Resident Register Network, but there is no single national population register.",2026/2/4,I01 explanatory detail expanded for consistency (classification unchanged).,published,mandatory;residents,"[""https://www.soumu.go.jp/main_sosiki/jichi_gyousei/daityo/gaiyou.html""]"
JPN,I02,"Yes
A nationwide mechanism is institutionalised to query and verify core resident attributes based on the Basic Resident Register. While the legal system of record is maintained by municipalities, a nationwide network enables cross-municipality reference and supports identity confirmation in administrative procedures.",2026/2/4,I02 detail expanded for consistent explanatory depth (definition refined; see README).,published,nationwide;residents,"[""https://www.soumu.go.jp/main_sosiki/jichi_gyousei/c-gyousei/daityo/juuki01.html"", ""https://www.j-lis.go.jp/juki-net/cms_14.html""]"
JPN,I03,"Restricted
A single personal number exists for all residents, but its use is institutionally limited to administrative procedures specified by laws and regulations (for example, social security, taxation, and disaster response). The number is therefore not designed as a general-purpose identifier for broad private-sector usage, and its institutional meaning is “a common identifier with scope-limited legal use” rather than a universal cross-sector key. This reflects a deliberate design that separates the existence of a common number from unrestricted cross-domain use.",2026/2/4,Update JPN sources: Japanese official pages (Digital Agency/MIC/PPC),published,mandatory;tax;health,"[""https://www.digital.go.jp/policies/mynumber/explanation"", ""https://www.soumu.go.jp/kojinbango_card/01.html""]"
JPN,I04,"Nationwide
Japan institutionalises cross-agency ‘information linkage’ via the Information Provision Network System, enabling authorities to query and receive required personal information held by other agencies so that applicants can omit supporting documents. The system is designed around distributed data management (data stays with source agencies) while the network mediates lawful queries and responses, functioning as a nationwide backbone for inter-agency verification and data provision within defined administrative purposes.",2026/2/4,I04 sources normalised to government-first; detail aligned to verified-attribute/data-exchange definition.,published,info-linkage;distributed;once-only,"[""https://www.ppc.go.jp/legal/dokujiriyoujimu/seido/"", ""https://www.soumu.go.jp/main_content/000691748.pdf""]"
JPN,I05,"Yes
Japan’s My Number Card is a government‑issued physical ID card with an IC chip and JPKI certificates that support online identification and qualified electronic signatures. The card is institutionally reused across many online public services (for example, tax, social security and portal services) and also underpins a smartphone certification route that relies on the same PKI. The scheme is governed by law and official guidance, enabling residents to authenticate and sign online with high assurance.",2026/2/4,"Update JPN sources: Japanese official pages (Digital Agency/MIC/PPC); I05 detail harmonised (2–4 sentence paragraph), translations aligned; government-first sources kept (batch 2026-02-10)",published,nationwide;citizens;residents,"[""https://www.digital.go.jp/policies/mynumber/private-business/jpki-introduction"", ""https://www.jpki.go.jp/""]"
JPN,I06,"Nationwide
Japan operates a smartphone certification route for the My Number Card that allows lawful online identification and qualified electronic signatures (JPKI) on supported devices. The smartphone path is governed by official guidance and reused across public online procedures and portals.",2026/2/4,"I06 aligned to locked definition; detail harmonised (2–4 sentence, 1 paragraph); government-first sources; batch 2026-02-10",published,nationwide;smartphone;jpki,"[""https://www.digital.go.jp/policies/mynumber/smartphone-certification"", ""https://www.digital.go.jp/policies/mynumber/private-business/jpki-introduction""]"
JPN,I07,"Planned
Japan is advancing policy measures around integrating the driving licence with the My Number Card (physical card integration), including the ‘Myna Licence’ operations. A smartphone‑native, ISO/IEC 18013‑5 compliant nationwide mDL has not been rolled out, so mDL is treated as planned rather than nationally operational.",2026/2/4,I06 definition/classification restored; I07 definition/classification aligned; I07 details expanded (2–4 sentence); sources normalised (government-first); batch 2026-02-10,published,planned;drivers-license,"[""https://www.digital.go.jp/policies/mynumber/drivers-license"", ""https://www.npa.go.jp/bureau/traffic/r4kaisei_main.html""]"
JPN,I08,"Multiple
住民向けのJPKIと、行政向けのGPKIによる認証",2026/2/4,Update JPN sources: Japanese official pages (Digital Agency/MIC/PPC),published,authentication;signature,"[""https://www.digital.go.jp/policies/mynumber/private-business/jpki-introduction"", ""https://www.gpki.go.jp/""]"
JPN,I09,"Shared-Platform
政府共通のクラウド環境（ガバメントクラウド）",2026/2/4,Update JPN sources: Japanese official pages (Digital Agency/MIC/PPC),published,shared-platform;migration,"[""https://www.digital.go.jp/policies/gov_cloud""]"
JPN,I10,"Adequacy
個人情報保護法（PPC）とEU GDPRの十分性認定（2019年）",2026/2/4,Update JPN sources: Japanese official pages (Digital Agency/MIC/PPC),published,privacy;gdpr,"[""https://www.ppc.go.jp/enforcement/cooperation/cooperation/sougoninshou/"", ""https://eur-lex.europa.eu/eli/dec_impl/2019/419/oj/eng""]"
JPN,I11,"Yes
主要なマイルストーンは events.csv に整理",2026/2/4,Update JPN sources: Japanese official pages (Digital Agency/MIC/PPC),published,timeline,"[""https://www.digital.go.jp/policies/mynumber/explanation""]"
KOR,I01,"Local
Resident registration controlled by local authorities under national supervision
Local register held by municipalities; nationwide IT network enables cross-municipal lookup but legal system of record remains local.",2026/2/4,I01 explanatory detail expanded based on methodological review (classification unchanged).,published,mandatory;citizens,"[""https://www.mois.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_00071103sZW9zNB&fileSn=0""]"
KOR,I02,"Yes
A resident registration system provides a nationwide basis for referencing and verifying core resident attributes. Residence (address) information is maintained under the resident registration regime and is widely used across administrative procedures, enabling consistent nationwide verification of core particulars.",2026/2/4,I02 detail expanded for consistent explanatory depth (definition refined; see README).,published,nationwide;government,"[""https://www.mois.go.kr/eng/sub/a03/EGovernment/screen.do""]"
KOR,I03,"Restricted
A resident registration number exists as a strong identifier in the administrative environment and is treated as a direct identifier under the personal information protection framework. At the same time, private-sector processing of this number is generally restricted to limited legal bases and is not treated as an acceptable everyday identifier for routine private authentication or broad commercial reuse. This creates a design that is not “scope-limited by administrative domains” in the Japanese sense, but is instead “private-use constrained” while remaining a powerful identifier within the public sphere.",2026/2/4,Initial baseline,published,restricted;privacy,"[""https://www.mois.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_00071103sZW9zNB&fileSn=0"", ""https://www.mois.go.kr/eng/bbs/type001/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000019&nttId=116395""]"
KOR,I04,"Partial
Korea’s Digital Platform Government initiative aims to connect systems and data across agencies and promote interoperability and data sharing, positioning a platform-based approach for collaboration. However, the official framing is largely programme/initiative-based, and the nationwide interoperability backbone is best treated as evolving and not uniformly institutionalised as a single cross-domain exchange layer.",2026/2/4,I04 sources normalised to government-first; detail aligned to verified-attribute/data-exchange definition.,published,initiative;interoperability,"[""http://www.dpg.go.kr/DPG/main/eng.do"", ""https://www.mois.go.kr/eng/sub/a03/EGovernment/screen.do""]"
KOR,I05,"Equivalent
Korea issues a physical Resident Registration Card and has introduced an IC‑chip version that can be tapped to provision a mobile resident registration card on smartphones. Online identity use is centred on the government‑led mobile ID ecosystem; therefore, the physical card itself is not positioned as the primary institutional eID for multi‑domain online reuse. Accordingly, under this indicator, the physical card is treated as near‑equivalent to a national eID while the core online reuse is delivered through mobile ID.",2026/2/4,"Initial baseline; I05 refined: adopted official definition; detail expanded; Sources normalised to government-first (batch lift 2026-02-10); I05 detail harmonised (2–4 sentence paragraph), translations aligned; government-first sources kept (batch 2026-02-10)",published,nationwide;citizens,"[""https://www.mois.go.kr/eng/bbs/type001/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000019&nttId=116395"", ""https://www.incheon.go.kr/world/wd020100/3000612""]"
KOR,I06,"Nationwide
Korea provides a nationwide Mobile Resident Registration Card and operates a government‑led mobile‑ID ecosystem on an integrated platform. Mobile IDs are expanding across e‑government uses, complementing existing credentials.",2026/2/4,"I06 aligned to locked definition; detail harmonised (2–4 sentence, 1 paragraph); government-first sources; batch 2026-02-10",published,nationwide;smartphone;mobile-id,"[""https://www.mois.go.kr/eng/bbs/type001/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000019&nttId=116395"", ""https://www.korea.net/NewsFocus/policies/view?articleId=210038""]"
KOR,I07,"Nationwide
Korea operates a nationwide mobile driver’s licence following a pilot and legislative preparation under amendments to the Road Traffic Act. The credential functions within the government’s mobile‑ID ecosystem and is accepted nationally for driver identification and related procedures.",2026/2/4,I06 definition/classification restored; I07 definition/classification aligned; I07 details expanded (2–4 sentence); sources normalised (government-first); batch 2026-02-10,published,nationwide;drivers-license,"[""https://www.koroad.or.kr/eng/content/view/ME05030000.do"", ""https://www.loc.gov/item/global-legal-monitor/2024-08-29/south-korea-road-traffic-act-amended-to-address-mobile-drivers-licenses""]"
KOR,I08,"Multiple
Korea operates a government-led mobile ID ecosystem on a blockchain-based integrated system, with mobile IDs (e.g., driver's license, veteran ID, foreign resident ID) being introduced in coordination with ministries; mobile IDs are planned to expand e-government use including electronic signature capabilities.",2026/2/4,Refine I08; remove needs-detail; add official sources,published,authentication;mobile-id;blockchain;ecosystem,"[""https://www.fsc.go.kr/eng/pr010101/84215"", ""https://www.korea.net/NewsFocus/policies/view?articleId=210038""]"
KOR,I09,"Shared-Platform
Government-wide cloud and digital government modernization",2026/2/4,Initial baseline,published,shared-platform,"[""https://www.mois.go.kr/eng/sub/a03/EGovernment/screen.do""]"
KOR,I10,"Adequacy
EU GDPR adequacy decision for Republic of Korea (2022/254)",2026/2/4,Initial baseline,published,privacy;gdpr,"[""https://eur-lex.europa.eu/eli/dec_impl/2022/254/oj/eng""]"
KOR,I11,"Yes
Key milestones captured in events.csv",2026/2/4,Initial baseline,published,timeline,"[""https://www.mois.go.kr/eng/sub/a03/EGovernment/screen.do""]"
NZL,I01,"None
New Zealand does not operate a population register comparable to Nordic systems; population statistics rely on census-based methods rather than continuous resident registration.",2026/2/4,I01 explanatory detail expanded for consistency (classification unchanged).,published,none,"[""https://www.govt.nz/organisations/realme/"", ""https://www.digitalidentity.dia.govt.nz/services/realme-verified""]"
NZL,I02,"No
There is no resident-registration-based nationwide backbone for querying and verifying core attributes. Population measurement relies on censuses and combinations of administrative sources, and a continuously updated population register serving as an authoritative system of record for address changes is not established.",2026/2/4,I02 detail expanded for consistent explanatory depth (definition refined; see README).,published,none;no-register,"[""https://www.stats.govt.nz/research/a-register-based-census-what-is-the-potential-for-new-zealand/"", ""https://crvs.unescap.org/system/files/sites/default/files/7.%20New%20Zealand%20Presentation.pdf""]"
NZL,I03,"None
A lifelong IRD number exists primarily as a taxpayer identifier for tax-related events and administration, rather than as a universal personal identifier across domains. Digital identity services (such as RealMe verified identity) provide reusable identity verification, but they are not a single national “personal number” that functions as a cross-sector common identifier. Under this institutional arrangement, the country aligns with a non-common-identifier model rather than a unified personal identifier regime.",2026/2/4,Initial baseline,published,restricted;identity,"[""https://www.govt.nz/organisations/realme/"", ""https://www.digitalidentity.dia.govt.nz/services/realme-verified""]"
NZL,I04,"Nationwide
RealMe verified provides consent-based sharing of verified identity attributes across many government and commercial services and is explicitly designed as a reusable digital component. It connects users to personal data held in secure databases, does not rely on a central data source, and pulls data from source systems in real time with the user’s consent, creating a nationwide backbone for verified-attribute reuse.",2026/2/4,I04 sources normalised to government-first; detail aligned to verified-attribute/data-exchange definition.,published,consent;attributes;reusable,"[""https://www.digitalidentity.dia.govt.nz/services/realme-verified"", ""https://developers.realme.govt.nz/how-realme-works/realme-and-oidc""]"
NZL,I05,"No
New Zealand does not operate a national ID card scheme; RealMe provides a reusable verified identity for online services without issuing a physical national ID card. RealMe verified identity can be used across government and participating private services to prove identity online, with verification managed by the Department of Internal Affairs. Accordingly, New Zealand is classified No for this indicator.",2026/2/4,"Initial baseline; I05 detail harmonised (2–4 sentence paragraph), translations aligned; government-first sources kept (batch 2026-02-10)",published,no-id-card,"[""https://www.govt.nz/organisations/realme/"", ""https://www.digitalidentity.dia.govt.nz/services/realme-verified""]"
NZL,I06,"Partial
RealMe provides government‑grade login and a verified identity that can be used across many services, with smartphone support for onboarding and use. However, New Zealand does not operate a single nationwide ‘mobile ID card’ credential, so mobile‑ID capability is limited compared with national mobile‑ID regimes.",2026/2/4,"I06 aligned to locked definition; detail harmonised (2–4 sentence, 1 paragraph); government-first sources; batch 2026-02-10",published,partial;smartphone;realme,"[""https://www.govt.nz/organisations/realme/"", ""https://www.digitalidentity.dia.govt.nz/services/realme-verified""]"
NZL,I07,"Planned 
New Zealand has signalled delivery of a Digital Driver Licence and released the NZTA app as the first step; ministers indicated an initial version targeted for late 2025. As of this dataset’s timeframe, a nationwide mDL issuance and acceptance scheme has not yet launched, so the country is treated as planned.",2026/2/4,I07 revalidated: move from None to Planned per NZTA app and ministerial statements; description harmonised (≈ I02 JPN length); sources updated; batch 2026-02-10,published,planned;drivers-license;nzta-app,"[""https://www.nzta.govt.nz/about-us/app"", ""https://www.beehive.govt.nz/release/nzta-app-first-step-towards-digital-driver-licence""]"
NZL,I08,"Yes
RealMe is a secure login and verified identity service used across government and many commercial services.",2026/2/4,Initial baseline,published,authentication;verified-identity,"[""https://www.govt.nz/organisations/realme/"", ""https://www.digitalidentity.dia.govt.nz/services/realme-verified""]"
NZL,I09,"Procurement
New Zealand government cloud adoption is guided by Cloud First policy decisions and assurance mechanisms such as the Public Cloud Data Centre Certification (PCDCC) programme for cloud data centres used by government.",2026/2/4,Finalize I09 wording; remove needs-review,published,procurement;cloud-first;assurance;pcdcc,"[""https://www.digital.govt.nz/standards-and-guidance/technology-and-architecture/cloud-services/cloud-adoption-policy-and-strategy/cabinet-minutes-papers"", ""https://www.dia.govt.nz/press.nsf/d77da9b523f12931cc256ac5000d19b6/46296762a107ae69cc258c8b0082f649!OpenDocument""]"
NZL,I10,"Adequacy
EU recognises New Zealand as providing adequate protection for personal data transfers.",2026/2/4,Initial baseline,published,privacy;gdpr;adequacy,"[""https://commission.europa.eu/law/law-topic/data-protection/international-dimension-data-protection/adequacy-decisions_en"", ""https://www.legislation.govt.nz/act/public/2020/0031/latest/LMS23223.html""]"
NZL,I11,"Yes
Key milestones captured in events.csv",2026/2/4,Initial baseline,published,timeline,"[""https://www.govt.nz/organisations/realme/"", ""https://www.digitalidentity.dia.govt.nz/services/realme-verified""]"
SGP,I01,"National
National Registration Act establishes a central register of persons and requires reporting of place of residence; NRIC/FIN identifiers are issued.",2026/2/4,Update I01 sources and detail (classification unchanged).,published,national;nric,"[""https://sso.agc.gov.sg/Act/NRA1965"", ""https://sso.agc.gov.sg/Act-Rev/201/Published/19920309?DocDate=19920309""]"
SGP,I02,"Yes
A national registration regime provides centrally managed core personal particulars. Resident attributes are used as a prerequisite for administrative procedures, and a nationwide institutional basis for querying and verifying core attributes is established.",2026/2/4,I02 detail expanded for consistent explanatory depth (definition refined; see README).,published,nationwide;national-register;nric,"[""https://sso.agc.gov.sg/Act/NRA1965"", ""https://www.mha.gov.sg/what-we-do/securing-our-borders/""]"
SGP,I03,"Restricted
A national registration identifier (NRIC/FIN) exists as a core identifier, but public guidance explicitly distinguishes identification from authentication and advises organisations not to use NRIC numbers as authentication factors (for example, as passwords). The regulatory stance requires private organisations to phase out such authentication uses by a stated deadline, reinforcing that the identifier should not operate as a convenient universal secret for private access control. This positions the identifier as institutionally restricted in private-sector usage even where it remains a core identifier for official identification purposes.",2026/2/4,Initial baseline,published,restricted;nric;privacy,"[""https://www.pdpc.gov.sg/news-and-events/press-room/2026/01/organisations-to-cease-the-use-of-nric-numbers-for-authentication-by-31--december-2026""]"
SGP,I04,"Nationwide
MyInfo enables individuals to consent to sharing verified personal data from authoritative government sources so services can securely pre-fill forms and reduce repeated submissions. Together with government-wide data sharing components, this functions as a nationally institutionalised personal data platform for verified-attribute retrieval and reuse across government and participating private-sector services.",2026/2/4,I04 sources normalised to government-first; detail aligned to verified-attribute/data-exchange definition.,published,myinfo;consent;verified-data,"[""https://www.developer.tech.gov.sg/products/categories/digital-identity/myinfo/overview"", ""https://www.developer.tech.gov.sg/products/categories/digital-identity/myinfo/features-roadmap""]"
SGP,I05,"Equivalent
Singapore issues the physical NRIC as the official identity document, while online identification and multi‑domain reuse are provided through the Singpass ecosystem. The card itself is not positioned as the primary online eID/qualified‑signature mechanism, so under this indicator it is treated as near‑equivalent. The Singpass platform supports authentication, verified attributes and digital signing across thousands of services.",2026/2/4,"Initial baseline; I05 refined: adopted official definition; detail expanded; Sources normalised to government-first (batch lift 2026-02-10); I05 detail harmonised (2–4 sentence paragraph), translations aligned; government-first sources kept (batch 2026-02-10)",published,id-card;nric,"[""https://sso.agc.gov.sg/Act/NRA1965"", ""https://www.tech.gov.sg/products-and-services/for-citizens/digital-services/singpass/""]"
SGP,I06,"Nationwide
Singpass provides a nationwide mobile identity with biometric/2FA login and supports verified‑data sharing via MyInfo for thousands of services. The app functions as the state’s trusted digital identity for citizens and residents across government and regulated private‑sector services.",2026/2/4,"I06 aligned to locked definition; detail harmonised (2–4 sentence, 1 paragraph); government-first sources; batch 2026-02-10",published,nationwide;singpass;smartphone,"[""https://www.tech.gov.sg/products-and-services/for-citizens/digital-services/singpass/"", ""https://www.developer.tech.gov.sg/products/categories/digital-identity/myinfo/overview""]"
SGP,I07,"Nationwide
Singapore’s Digital Driving Licence is available in the Singpass app and is recognised as an official alternative identification document for drivers alongside the physical licence. It operates nationwide within the Singpass ecosystem and supports digital presentation and verification, although it is not explicitly positioned as an ISO/IEC 18013‑5 mDL.",2026/2/4,I06 definition/classification restored; I07 definition/classification aligned; I07 details expanded (2–4 sentence); sources normalised (government-first); batch 2026-02-10,published,nationwide;drivers-license;singpass;not-iso-mdl,"[""https://www.police.gov.sg/media-hub/news/2022/20220302_launch_of_singapore_digital_driving_licence_on_the_singpass_app"", ""https://www.htx.gov.sg/whats-happening/all-news---events/all-news/2022/featured-news---driving-digitisation---the-digital-driving-licence""]"
SGP,I08,"Yes
Singpass provides authentication (2FA/biometrics) for government and participating business services.",2026/2/4,Initial baseline,published,authentication;singpass,"[""https://www.tech.gov.sg/products-and-services/for-citizens/digital-services/singpass/""]"
SGP,I09,"Shared-Platform
Government on Commercial Cloud (GCC) provides a standardised approach for agencies to adopt commercial cloud services securely.",2026/2/4,Initial baseline,published,government-cloud;gcc,"[""https://www.tech.gov.sg/products-and-services/for-government-agencies/software-development/government-on-commercial-cloud/""]"
SGP,I10,"No
PDPA provides privacy protections; no EU GDPR adequacy decision for Singapore (not listed).",2026/2/4,Initial baseline,published,privacy;pdpa;no-adequacy,"[""https://commission.europa.eu/law/law-topic/data-protection/international-dimension-data-protection/adequacy-decisions_en""]"
SGP,I11,"Yes
Key milestones captured in events.csv",2026/2/4,Initial baseline,published,timeline,"[""https://www.tech.gov.sg/products-and-services/for-citizens/digital-services/singpass/""]"
SWE,I01,"National
Sweden operates a national population register maintained by the Tax Agency, providing a central and continuously updated record of residents.",2026/2/4,I01 explanatory detail expanded for consistency (classification unchanged).,published,national;population-register,"[""https://www.skatteverket.se/servicelankar/otherlanguages/englishengelska/individualsandemployees/livinginsweden/populationregistrationcertificates.4.361dc8c15312eff6fd117b6.html"", ""https://www.government.se/government-of-sweden/ministry-for-foreign-affairs/diplomatic-portal/diplomatic-guide/7.-international-organisations/7.2-the-national-population-register""]"
SWE,I02,"Yes
A national population register is maintained centrally and supports nationwide reference of core resident attributes. Public e-services commonly rely on register-based information and verified identity means, enabling consistent nationwide verification of core particulars.",2026/2/4,I02 detail expanded for consistent explanatory depth (definition refined; see README).,published,nationwide;population-register;eid,"[""https://www.skatteverket.se/servicelankar/otherlanguages/englishengelska/individualsandemployees/livinginsweden/populationregistrationcertificates.4.361dc8c15312eff6fd117b6.html"", ""https://www.government.se/government-of-sweden/ministry-for-foreign-affairs/diplomatic-portal/diplomatic-guide/7.-international-organisations/7.2-the-national-population-register""]"
