country_id,indicator_id,value,version,change_note,review_status,tags,source_url
KOR,I08,"Multiple
Korea operates a government-led mobile ID ecosystem on a blockchain-based integrated system, with mobile IDs (e.g., driver's license, veteran ID, foreign resident ID) being introduced in coordination with ministries; mobile IDs are planned to expand e-government use including electronic signature capabilities.",2026/2/1,Refine I08; remove needs-detail; add official sources,published,authentication;mobile-id;blockchain;ecosystem,"[""https://www.fsc.go.kr/eng/pr010101/84215"", ""https://www.korea.net/NewsFocus/policies/view?articleId=210038""]"
KOR,I09,"Shared-Platform
Government-wide cloud and digital government modernization",2026/2/1,Initial baseline,published,shared-platform,"[""https://www.mois.go.kr/eng/sub/a03/EGovernment/screen.do""]"
KOR,I10,"Adequacy
EU GDPR adequacy decision for Republic of Korea (2022/254)",2026/2/1,Initial baseline,published,privacy;gdpr,"[""https://eur-lex.europa.eu/eli/dec_impl/2022/254/oj/eng""]"
KOR,I11,"Yes
Key milestones captured in events.csv",2026/2/1,Initial baseline,published,timeline,"[""https://www.mois.go.kr/eng/sub/a03/EGovernment/screen.do""]"
NZL,I01,"None
No national population register comparable to Nordic population registers; core identity relies on passports and departmental records.",2026/2/1,Initial baseline,published,none,"[""https://www.govt.nz/organisations/realme/"", ""https://www.digitalidentity.dia.govt.nz/services/realme-verified""]"
NZL,I02,"No
No nationwide resident registry network comparable to population-register linkage.",2026/2/1,Initial baseline,published,none,"[""https://www.govt.nz/organisations/realme/"", ""https://www.digitalidentity.dia.govt.nz/services/realme-verified""]"
NZL,I03,"Restricted
No universal cross-sector identifier; RealMe provides verified identity for online transactions with consent.",2026/2/1,Initial baseline,published,restricted;identity,"[""https://www.govt.nz/organisations/realme/"", ""https://www.digitalidentity.dia.govt.nz/services/realme-verified""]"
NZL,I04,"Partial
RealMe verified uses consent-based attribute sharing; identity data is pulled from source databases in real time (no central data source).",2026/2/1,Initial baseline,published,consent;interoperability,"[""https://www.govt.nz/organisations/realme/"", ""https://www.digitalidentity.dia.govt.nz/services/realme-verified""]"
NZL,I05,"No
No national ID card scheme; RealMe verified is an electronic verified identity (not a physical card).",2026/2/1,Initial baseline,published,no-id-card,"[""https://www.govt.nz/organisations/realme/"", ""https://www.digitalidentity.dia.govt.nz/services/realme-verified""]"
NZL,I06,"Partial
RealMe provides government-grade login and verified identity services; smartphone support exists but is not a single “mobile ID card E",2026/2/1,Initial baseline,published,smartphone;identity,"[""https://www.govt.nz/organisations/realme/"", ""https://www.digitalidentity.dia.govt.nz/services/realme-verified""]"
NZL,I07,"None
New Zealand does not yet provide a nationwide digital driver licence (mDL). NZTA is developing a digital driver licence and has positioned the NZTA app as a first step toward it.",2026/2/1,Set I07 to None (not yet available); remove needs-review,published,none;drivers-license;in-development,"[""https://www.nzta.govt.nz/driver-licences/digital-driver-licence/"", ""https://www.beehive.govt.nz/release/nzta-app-first-step-towards-digital-driver-licence""]"
NZL,I08,"Yes
RealMe is a secure login and verified identity service used across government and many commercial services.",2026/2/1,Initial baseline,published,authentication;verified-identity,"[""https://www.govt.nz/organisations/realme/"", ""https://www.digitalidentity.dia.govt.nz/services/realme-verified""]"
NZL,I09,"Procurement
New Zealand government cloud adoption is guided by Cloud First policy decisions and assurance mechanisms such as the Public Cloud Data Centre Certification (PCDCC) programme for cloud data centres used by government.",2026/2/1,Finalize I09 wording; remove needs-review,published,procurement;cloud-first;assurance;pcdcc,"[""https://www.digital.govt.nz/standards-and-guidance/technology-and-architecture/cloud-services/cloud-adoption-policy-and-strategy/cabinet-minutes-papers"", ""https://www.dia.govt.nz/press.nsf/d77da9b523f12931cc256ac5000d19b6/46296762a107ae69cc258c8b0082f649!OpenDocument""]"
NZL,I10,"Adequacy
EU recognises New Zealand as providing adequate protection for personal data transfers.",2026/2/1,Initial baseline,published,privacy;gdpr;adequacy,"[""https://commission.europa.eu/law/law-topic/data-protection/international-dimension-data-protection/adequacy-decisions_en"", ""https://www.legislation.govt.nz/act/public/2020/0031/latest/LMS23223.html""]"
NZL,I11,"Yes
Key milestones captured in events.csv",2026/2/1,Initial baseline,published,timeline,"[""https://www.govt.nz/organisations/realme/"", ""https://www.digitalidentity.dia.govt.nz/services/realme-verified""]"
SGP,I01,"National
National registration system uses NRIC/FIN identifiers; government uses Singpass as trusted digital identity for services.",2026/2/1,Initial baseline,published,national;nric,"[""https://www.pdpc.gov.sg/news-and-events/press-room/2026/01/organisations-to-cease-the-use-of-nric-numbers-for-authentication-by-31--december-2026"", ""https://www.tech.gov.sg/products-and-services/for-citizens/digital-services/singpass/""]"
SGP,I02,"Yes
MyInfo enables consent-based retrieval of verified personal data from government sources to pre-fill forms.",2026/2/1,Initial baseline,published,nationwide;myinfo,"[""https://www.developer.tech.gov.sg/products/categories/digital-identity/myinfo/overview""]"
SGP,I03,"Restricted
NRIC numbers are identifiers; guidance discourages using NRIC numbers for authentication to reduce risk of misuse.",2026/2/1,Initial baseline,published,restricted;nric;privacy,"[""https://www.pdpc.gov.sg/news-and-events/press-room/2026/01/organisations-to-cease-the-use-of-nric-numbers-for-authentication-by-31--december-2026""]"
SGP,I04,"Nationwide
MyInfo provides a national personal data platform enabling secure, consent-based data sharing for digital services.",2026/2/1,Initial baseline,published,nationwide;data-sharing,"[""https://www.developer.tech.gov.sg/products/categories/digital-identity/myinfo/overview""]"
SGP,I05,"Yes
NRIC is a physical identity document; Singpass complements it as national digital identity.",2026/2/1,Initial baseline,published,id-card;nric,"[""https://www.pdpc.gov.sg/news-and-events/press-room/2026/01/organisations-to-cease-the-use-of-nric-numbers-for-authentication-by-31--december-2026"", ""https://www.tech.gov.sg/products-and-services/for-citizens/digital-services/singpass/""]"
SGP,I06,"Nationwide
Singpass app provides biometric/2FA login and digital identity services across thousands of services.",2026/2/1,Initial baseline,published,nationwide;singpass;smartphone,"[""https://www.tech.gov.sg/products-and-services/for-citizens/digital-services/singpass/""]"
SGP,I07,"Nationwide 
Singapore Digital Driving Licence is available in the Singpass app from 7 March 2022 as an official alternative identification document for drivers (not explicitly positioned as ISO/IEC 18013-5 mDL).",2026/2/1,Correct: Digital DL launched Mar 2022; update sources,published,nationwide;drivers-license;singpass;not-iso-mdl,"[""https://www.police.gov.sg/media-hub/news/2022/20220302_launch_of_singapore_digital_driving_licence_on_the_singpass_app"", ""https://www.htx.gov.sg/whats-happening/all-news---events/all-news/2022/featured-news--driving-digitisation--the-digital-driving-licence""]"
SGP,I08,"Yes
Singpass provides authentication (2FA/biometrics) for government and participating business services.",2026/2/1,Initial baseline,published,authentication;singpass,"[""https://www.tech.gov.sg/products-and-services/for-citizens/digital-services/singpass/""]"
SGP,I09,"Shared-Platform
Government on Commercial Cloud (GCC) provides a standardised approach for agencies to adopt commercial cloud services securely.",2026/2/1,Initial baseline,published,government-cloud;gcc,"[""https://www.tech.gov.sg/products-and-services/for-government-agencies/software-development/government-on-commercial-cloud/""]"
SGP,I10,"No
PDPA provides privacy protections; no EU GDPR adequacy decision for Singapore (not listed).",2026/2/1,Initial baseline,published,privacy;pdpa;no-adequacy,"[""https://commission.europa.eu/law/law-topic/data-protection/international-dimension-data-protection/adequacy-decisions_en""]"
SGP,I11,"Yes
Key milestones captured in events.csv",2026/2/1,Initial baseline,published,timeline,"[""https://www.tech.gov.sg/products-and-services/for-citizens/digital-services/singpass/""]"
SWE,I01,"National
Swedish Population Register is maintained by the Swedish Tax Agency; extracts can be requested from the register.",2026/2/1,Initial baseline,published,national;population-register,"[""https://www.skatteverket.se/servicelankar/otherlanguages/englishengelska/individualsandemployees/livinginsweden/populationregistrationcertificates.4.361dc8c15312eff6fd117b6.html"", ""https://www.government.se/government-of-sweden/ministry-for-foreign-affairs/diplomatic-portal/diplomatic-guide/7.-international-organisations/7.2-the-national-population-register""]"
SWE,I02,"Yes
Many e-services rely on the Population Register and Swedish e-identification; access to population register certificates requires Swedish e-ID.",2026/2/1,Initial baseline,published,nationwide;population-register;eid,"[""https://www.skatteverket.se/servicelankar/otherlanguages/englishengelska/individualsandemployees/livinginsweden/populationregistrationcertificates.4.361dc8c15312eff6fd117b6.html"", ""https://www.government.se/government-of-sweden/ministry-for-foreign-affairs/diplomatic-portal/diplomatic-guide/7.-international-organisations/7.2-the-national-population-register""]"
SWE,I03,"Common
Personal identity number (personnummer) is the primary identifier used widely for authorisation and services.",2026/2/1,Initial baseline,published,common;personnummer,"[""https://docs.swedenconnect.se/technical-framework/Identity_Binding.html""]"
SWE,I04,"Partial
Sweden Connect / eIDAS infrastructure supports identity binding and attribute delivery; interoperability varies by service domain.",2026/2/1,Initial baseline,published,interoperability;swedenconnect,"[""https://docs.swedenconnect.se/technical-framework/Identity_Binding.html""]"
SWE,I05,"Yes
Swedish ID card can be applied for after population registration; used as approved identity document.",2026/2/1,Initial baseline,published,id-card,"[""https://www.informationsverige.se/en/jag-har-fatt-uppehallstillstand/att-gora-den-forsta-tiden/nar-du-har-fatt-ditt-personnummer.html""]"
SWE,I06,"Nationwide
Approved e-identification providers include BankID (mobile), Freja+, and AB Svenska Pass under the national eID framework.",2026/2/1,Initial baseline,published,eid;mobile;bankid,"[""https://www.elegitimation.se/en/obtaining-e-identification""]"
SWE,I07,"Planned
Sweden is participating in EU Digital Identity Wallet pilot activities; the EU large-scale pilots include a mobile driving licence (mDL) use case. Nationwide ISO/IEC 18013-5 mDL issuance is not yet confirmed.",2026/2/1,Update I07 sources to EU pilots,published,planned;eu-wallet;mdl,"[""https://ec.europa.eu/digital-building-blocks/sites/spaces/EUDIGITALIDENTITYWALLET/pages/920064565/LSP-EWC"", ""https://www.digital-identity-wallet.eu/wp-content/uploads/2025/10/POTENTIAL-brochure_FINAL.pdf""]"
SWE,I08,"Multiple
Authentication ecosystem includes BankID, Freja+ and eID on Tax Agency-issued ID card under the Svensk e-legitimation framework.",2026/2/1,Initial baseline,published,authentication;multiple,"[""https://www.elegitimation.se/en/obtaining-e-identification""]"
SWE,I09,"Procurement
Swedish public-sector cloud adoption is largely procurement-driven, using framework agreements and requiring compliance with data protection and security expectations; authorities report challenges around cloud contracting and compliance.",2026/2/1,Finalize I09 wording; remove needs-review,published,procurement;framework-agreements;cloud,"[""https://www.avropa.se/globalassets/forstudierapporter-vt--it/forstudierapport-webbaserat-kontorsstod2.pdf"", ""https://www.imy.se/globalassets/dokument/rapporter/rapport---anvandning-av-molntjanster-inom-offentlig-sektor-.pdf""]"
SWE,I10,"Adequacy
GDPR applies (EU member state).",2026/2/1,Initial baseline,published,gdpr;privacy,"[""https://eur-lex.europa.eu/eli/reg/2016/679/oj""]"
SWE,I11,"Yes
Key milestones captured in events.csv",2026/2/1,Initial baseline,published,timeline,"[""https://www.skatteverket.se/servicelankar/otherlanguages/englishengelska/individualsandemployees/livinginsweden/populationregistrationcertificates.4.361dc8c15312eff6fd117b6.html"", ""https://www.government.se/government-of-sweden/ministry-for-foreign-affairs/diplomatic-portal/diplomatic-guide/7.-international-organisations/7.2-the-national-population-register""]"
USA,I01,"None
No national population register; resident records are maintained by states and agencies for specific purposes.",2026/2/1,Initial baseline,published,none;federalism,"[""https://www.usa.gov/what-is-social-security""]"
USA,I02,"No
No nationwide resident registry network comparable to population-register linkage.",2026/2/1,Initial baseline,published,none,"[""https://www.usa.gov/what-is-social-security""]"
USA,I03,"Common
Social Security Number is widely used for employment reporting and benefit eligibility and commonly requested in the economy.",2026/2/1,Initial baseline,published,ssn;employment;benefits,"[""https://www.ssa.gov/pubs/EN-05-10096.pdf""]"
USA,I04,"Partial
Federated identity and attribute sharing exist (e.g., Login.gov for participating federal agencies), but systems remain fragmented across levels of government.",2026/2/1,Initial baseline,published,federal;authentication,"[""https://www.login.gov/"", ""https://developers.login.gov/overview/""]"
USA,I05,"No
No national ID card; identity documents are issued by states (DL/ID) and federal agencies (passport) for specific uses.",2026/2/1,Initial baseline,published,no-national-id,"[""https://www.usa.gov/what-is-social-security""]"
USA,I06,"Partial
Mobile IDs are state-led and not uniform; federal services focus on account-based authentication (Login.gov).",2026/2/1,Initial baseline,published,smartphone;state,"[""https://www.login.gov/"", ""https://developers.login.gov/overview/""]"
USA,I07,"Pilot
Mobile driver’s licences (mDLs) are state-issued; TSA accepts approved mDLs at participating checkpoints (states vary).",2026/2/1,Initial baseline,published,pilot;mdl;tsa,"[""https://www.tsa.gov/realid/realid-mobile-drivers-license-mdls"", ""https://www.nccoe.nist.gov/projects/digital-identities-mdl""]"
USA,I08,"Yes
Login.gov provides a government-wide account and MFA-based authentication for participating agencies.",2026/2/1,Initial baseline,published,authentication;mfa,"[""https://www.login.gov/"", ""https://developers.login.gov/overview/""]"
USA,I09,"Procurement
FedRAMP provides a government-wide approach to security assessment/authorization for cloud services used by federal agencies.",2026/2/1,Initial baseline,published,procurement;fedramp,"[""https://www.fedramp.gov/"", ""https://www.gsa.gov/technology/government-it-initiatives/fedramp""]"
USA,I10,"Partial
No single federal comprehensive privacy law; EU adequacy exists only for US organisations participating in the EU-US Data Privacy Framework.",2026/2/1,Initial baseline,published,privacy;no-adequacy,"[""https://commission.europa.eu/law/law-topic/data-protection/international-dimension-data-protection/adequacy-decisions_en""]"
USA,I11,"Yes
Key milestones captured in events.csv",2026/2/1,Initial baseline,published,timeline,"[""https://www.login.gov/"", ""https://developers.login.gov/overview/""]"
