country_id,basic_id,value,year,version,change_note,review_status,source_url
IND,B02,"256000
根拠：農村基礎自治体（Gram Panchayats）について、eGramSwaraj-PFMS連携で約2.56 lakh（約25.6万）と報告。都市自治体は別制度で、74次改正により枠組み（Part IXA）が整備される。",2024,2026/2/4,Initial baseline (basic info template); B02 finalised (municipality count).,published,"[""https://pib.gov.in/PressReleasePage.aspx?PRID=2090152"",""https://panchayat.gov.in/en/document/73rd-constitutional-amendment-act-1992/"",""https://secforuts.mha.gov.in/74th-amendment-and-municipalities-in-india/""]"
IND,B03,"Medium
憲法上の保障：73・74次憲法改正で地方自治体（Part IX/IXA）が憲法に位置づけ／立法権の有無：なし／制度上の位置づけ：農村（パンチャーヤト）・都市自治体が憲法上の枠組みで規定／裁量の制約要因：具体権限は州法運用・財源等に依存",2026,2026/2/4,"Initial baseline (basic info template); B03 finalised (Strong/Medium/Weak, templated).",published,"[""https://panchayat.gov.in/en/document/73rd-constitutional-amendment-act-1992/"",""https://secforuts.mha.gov.in/74th-amendment-and-municipalities-in-india/""]"
IND,C01,"N/A
C01 value not available under current OECD Trust in government (confidence) dataset selection.",,2026/2/4,C01 not available (no value found for this country under current definition),published,"[""https://www.oecd.org/en/data/indicators/trust-in-government.html"",""https://worldpopulationreview.com/country-rankings/trust-in-government-by-country""]"
IND,C02,,,2026/2/4,Initial baseline (basic info template),published,[]
IND,C03,"0.969255
根拠：World Bank GovTech Dataset（WBG_GovTech_Dataset_Dec2025.xlsx）GTMI overall score（Year: 2025, Group: A）",2025,2026/2/4,"C03 GTMI updated (GTMI overall score, 2025)",published,"[""https://datacatalogfiles.worldbank.org/ddh-published/0037889/DR0095721/WBG_GovTech_Dataset_Dec2025.xlsx"", ""https://www.worldbank.org/en/programs/govtech/knowledge-and-innovation/data""]"
JPN,A01,"123,975,371
World Bank (WDI) SP.POP.TOTL",2024,2026/2/4,A01 population updated,published,"[""https://data.worldbank.org/indicator/SP.POP.TOTL?locations=JP""]"
JPN,A02,"92
World Bank (WDI) SP.URB.TOTL.IN.ZS（都市の定義は国別）",2024,2026/2/4,A02 urbanization updated,published,"[""https://data.worldbank.org/indicator/SP.URB.TOTL.IN.ZS?locations=JP""]"
JPN,A03,"86.9815
World Bank (WDI): Individuals using the Internet (% of population) / IT.NET.USER.ZS",2023,2026/2/4,A03 updated (latest available) from World Bank WDI.,published,"[""https://data.worldbank.org/indicator/IT.NET.USER.ZS?locations=JP""]"
JPN,A04,"178.432
Proxy: Mobile cellular subscriptions (per 100 people) / IT.CEL.SETS.P2 (スマホ普及率の代理指標)
World Bank (WDI)",2023,2026/2/4,A04 updated (latest available) from World Bank WDI (proxy).,published,"[""https://data.worldbank.org/indicator/IT.CEL.SETS.P2?locations=JP""]"
JPN,A05,"51,685
World Bank (WDI): GDP per capita, PPP (current international $) / NY.GDP.PCAP.PP.CD",2024,2026/2/4,A05 updated (latest available) from World Bank WDI (PPP).,published,"[""https://data.worldbank.org/indicator/NY.GDP.PCAP.PP.CD?locations=JP""]"
JPN,A06,"1
Official languages (incl. de facto where stated): Japanese (de facto)",2026,2026/2/4,A06 updated from official languages listing (statewide; de facto only when explicitly stated).,published,"[""https://en.wikipedia.org/wiki/List_of_official_languages_by_country_and_territory""]"
JPN,B01,"単一国家（Unitary）
根拠：日本は連邦制ではなく単一国家（single nation system）として説明される。",2026,2026/2/4,Initial baseline (basic info template); B01 finalised (unitary/federal).,published,"[""https://www.soumu.go.jp/main_content/000295099.pdf""]"
JPN,B02,"1741
根拠：総務省（MIC）が公表する基礎自治体（municipalities）数1,718（2024年1月1日）に、e-Statが公表する特別区（東京23区）23を加算（計1,741）。",2024,2026/2/4,Initial baseline (basic info template); B02 finalised (municipality count).; JPN B02 detail note removed (MIC vs e-Stat remark deleted).,published,"[""https://www.soumu.go.jp/english/lab/index.html"",""https://www.e-stat.go.jp/municipalities/number-of-municipalities""]"
JPN,B03,"Medium
憲法上の保障：地方自治は憲法上の権利として説明／立法権の有無：なし（条例制定は法律の範囲）／制度上の位置づけ：都道府県・市町村の二層（単一国家）／裁量の制約要因：国法の枠付け（制度設計・委任等）",2026,2026/2/4,"Initial baseline (basic info template); B03 finalised (Strong/Medium/Weak, templated).",published,"[""https://www.soumu.go.jp/main_content/000295099.pdf"",""https://www.clair.or.jp/j/forum/pub/docs/m_fact_en02.pdf""]"
JPN,C01,"0.422200
OECD: Trust in government (share reporting confidence in national government; 2023). Stored as 0-1 (percentage/100).",2023,2026/2/4,"C01 updated (OECD Trust in government: confidence in national government, 2023; scaled to 0-1, 6 decimals)",published,"[""https://www.oecd.org/en/data/indicators/trust-in-government.html"",""https://worldpopulationreview.com/country-rankings/trust-in-government-by-country""]"
JPN,C02,"0.361800
OECD Going Digital (Truth Quest Survey): Share of adults who avoid using certain websites, apps, or social media due to privacy concerns (Year: 2024). Stored as 0-1 (percentage/100).",2024,2026/2/4,"C02 updated (OECD Going Digital indicator 84; scaled to 0-1, 6 decimals)",published,"[""https://goingdigital.oecd.org/en/indicator/84"",""https://www.oecd.org/en/publications/the-oecd-truth-quest-survey_92a94c0f-en.html""]"
JPN,C03,"0.905044
根拠：World Bank GovTech Dataset（WBG_GovTech_Dataset_Dec2025.xlsx）GTMI overall score（Year: 2025, Group: A）",2025,2026/2/4,"C03 GTMI updated (GTMI overall score, 2025)",published,"[""https://datacatalogfiles.worldbank.org/ddh-published/0037889/DR0095721/WBG_GovTech_Dataset_Dec2025.xlsx"", ""https://www.worldbank.org/en/programs/govtech/knowledge-and-innovation/data""]"
KOR,A01,"51,751,065
World Bank (WDI) SP.POP.TOTL",2024,2026/2/4,A01 population updated,published,"[""https://data.worldbank.org/indicator/SP.POP.TOTL?locations=KR""]"
KOR,A02,"81
World Bank (WDI) SP.URB.TOTL.IN.ZS（都市の定義は国別）",2024,2026/2/4,A02 urbanization updated,published,"[""https://data.worldbank.org/indicator/SP.URB.TOTL.IN.ZS?locations=KR""]"
KOR,A03,"97.8956
World Bank (WDI): Individuals using the Internet (% of population) / IT.NET.USER.ZS",2024,2026/2/4,A03 updated (latest available) from World Bank WDI.,published,"[""https://data.worldbank.org/indicator/IT.NET.USER.ZS?locations=KR""]"
KOR,A04,"162.114
Proxy: Mobile cellular subscriptions (per 100 people) / IT.CEL.SETS.P2 (スマホ普及率の代理指標)
World Bank (WDI)",2023,2026/2/4,A04 updated (latest available) from World Bank WDI (proxy).,published,"[""https://data.worldbank.org/indicator/IT.CEL.SETS.P2?locations=KR""]"
KOR,A05,"58,895
World Bank (WDI): GDP per capita, PPP (current international $) / NY.GDP.PCAP.PP.CD",2024,2026/2/4,A05 updated (latest available) from World Bank WDI (PPP).,published,"[""https://data.worldbank.org/indicator/NY.GDP.PCAP.PP.CD?locations=KR""]"
KOR,A06,"2
Official languages (incl. de facto where stated): Korean; Korean Sign Language",2026,2026/2/4,A06 updated from official languages listing (statewide; de facto only when explicitly stated).,published,"[""https://en.wikipedia.org/wiki/List_of_official_languages_by_country_and_territory""]"
KOR,B01,"単一国家（Unitary）
根拠：憲法制度の概要資料では、韓国は単一国家（unitary）として整理される。",2026,2026/2/4,Initial baseline (basic info template); B01 finalised (unitary/federal).,published,"[""https://en.wikipedia.org/wiki/Constitution_of_South_Korea""]"
KOR,B02,"226
根拠：韓国の基礎自治体（low-level local governments）数。Korea.netが226（市・郡・区）と説明。",2024,2026/2/4,Initial baseline (basic info template); B02 finalised (municipality count).,published,"[""https://www.korea.net/Government/Constitution-and-Government/Local-Governments""]"
KOR,B03,"Medium
憲法上の保障：地方自治制度が法制度として整備／立法権の有無：なし／制度上の位置づけ：高位・基礎の二層（地方自治法が類型を規定）／裁量の制約要因：中央の枠組みと法律に基づく統制",2026,2026/2/4,"Initial baseline (basic info template); B03 finalised (Strong/Medium/Weak, templated).",published,"[""https://www.korea.net/Government/Constitution-and-Government/Local-Governments"",""https://elaw.klri.re.kr/eng_mobile/ganadaDetail.do?hseq=57596&type=abc&key=LOCAL%20AUTONOMY%20ACT&param=L""]"
KOR,C01,"N/A
C01 value not available under current OECD Trust in government (confidence) dataset selection.",,2026/2/4,C01 not available (no value found for this country under current definition),published,"[""https://www.oecd.org/en/data/indicators/trust-in-government.html"",""https://worldpopulationreview.com/country-rankings/trust-in-government-by-country""]"
KOR,C02,,,2026/2/4,Initial baseline (basic info template),published,[]
KOR,C03,"0.997452
根拠：World Bank GovTech Dataset（WBG_GovTech_Dataset_Dec2025.xlsx）GTMI overall score（Year: 2025, Group: A）",2025,2026/2/4,"C03 GTMI updated (GTMI overall score, 2025)",published,"[""https://datacatalogfiles.worldbank.org/ddh-published/0037889/DR0095721/WBG_GovTech_Dataset_Dec2025.xlsx"", ""https://www.worldbank.org/en/programs/govtech/knowledge-and-innovation/data""]"
NZL,A01,"5,338,500
World Bank (WDI) SP.POP.TOTL",2024,2026/2/4,A01 population updated,published,"[""https://data.worldbank.org/indicator/SP.POP.TOTL?locations=NZ""]"
NZL,A02,"84
World Bank (WDI) SP.URB.TOTL.IN.ZS（都市の定義は国別）",2024,2026/2/4,A02 urbanization updated,published,"[""https://data.worldbank.org/indicator/SP.URB.TOTL.IN.ZS?locations=NZ""]"
NZL,A03,"96.1638
World Bank (WDI): Individuals using the Internet (% of population) / IT.NET.USER.ZS",2023,2026/2/4,A03 updated (latest available) from World Bank WDI.,published,"[""https://data.worldbank.org/indicator/IT.NET.USER.ZS?locations=NZ""]"
NZL,A04,"126.855
Proxy: Mobile cellular subscriptions (per 100 people) / IT.CEL.SETS.P2 (スマホ普及率の代理指標)
World Bank (WDI)",2023,2026/2/4,A04 updated (latest available) from World Bank WDI (proxy).,published,"[""https://data.worldbank.org/indicator/IT.CEL.SETS.P2?locations=NZ""]"
NZL,A05,"55,625
World Bank (WDI): GDP per capita, PPP (current international $) / NY.GDP.PCAP.PP.CD",2024,2026/2/4,A05 updated (latest available) from World Bank WDI (PPP).,published,"[""https://data.worldbank.org/indicator/NY.GDP.PCAP.PP.CD?locations=NZ""]"
NZL,A06,"3
Official languages (incl. de facto where stated): Māori language; New Zealand Sign Language; English (de facto)",2026,2026/2/4,A06 updated from official languages listing (statewide; de facto only when explicitly stated).,published,"[""https://en.wikipedia.org/wiki/List_of_official_languages_by_country_and_territory""]"
NZL,B01,"単一国家（Unitary）
根拠：ニュージーランドは単一国家で、地方政府の権限は議会が付与する範囲に限られると説明される。",2026,2026/2/4,Initial baseline (basic info template); B01 finalised (unitary/federal).,published,"[""https://en.wikipedia.org/wiki/Local_government_in_New_Zealand"",""https://www.govt.nz/browse/engaging-with-government/government-in-new-zealand/""]"
NZL,B02,"78
根拠：ニュージーランドの地方自治体（local authorities）は78（地域評議会＋市・郡等の領域評議会）。",2025,2026/2/4,Initial baseline (basic info template); B02 finalised (municipality count).,published,"[""https://www.lgc.govt.nz/about-us/about-local-government-in-new-zealand/""]"
NZL,B03,"Weak
憲法上の保障：成文憲法に基づく強い自治保障より法律で制度化される性格が中心／立法権の有無：なし／制度上の位置づけ：地方自治体は法律に基づく地方行政組織（複数の地方当局）／裁量の制約要因：国会による制度設計・法改正の影響を受ける",2026,2026/2/4,"Initial baseline (basic info template); B03 finalised (Strong/Medium/Weak, templated).",published,"[""https://www.lgc.govt.nz/about-us/about-local-government-in-new-zealand/"",""https://www.govt.nz/browse/engaging-with-government/government-in-new-zealand/""]"
NZL,C01,"0.521100
OECD: Trust in government (share reporting confidence in national government; 2023). Stored as 0-1 (percentage/100).",2023,2026/2/4,"C01 updated (OECD Trust in government: confidence in national government, 2023; scaled to 0-1, 6 decimals)",published,"[""https://www.oecd.org/en/data/indicators/trust-in-government.html"",""https://worldpopulationreview.com/country-rankings/trust-in-government-by-country""]"
NZL,C02,,,2026/2/4,Initial baseline (basic info template),published,[]
NZL,C03,"0.878021
根拠：World Bank GovTech Dataset（WBG_GovTech_Dataset_Dec2025.xlsx）GTMI overall score（Year: 2025, Group: A）",2025,2026/2/4,"C03 GTMI updated (GTMI overall score, 2025)",published,"[""https://datacatalogfiles.worldbank.org/ddh-published/0037889/DR0095721/WBG_GovTech_Dataset_Dec2025.xlsx"", ""https://www.worldbank.org/en/programs/govtech/knowledge-and-innovation/data""]"
SGP,A01,"6,036,860
World Bank (WDI) SP.POP.TOTL",2024,2026/2/4,A01 population updated,published,"[""https://data.worldbank.org/indicator/SP.POP.TOTL?locations=SG""]"
SGP,A02,"100
World Bank (WDI) SP.URB.TOTL.IN.ZS（都市の定義は国別）",2024,2026/2/4,A02 urbanization updated,published,"[""https://data.worldbank.org/indicator/SP.URB.TOTL.IN.ZS?locations=SG""]"
SGP,A03,"94.3776
World Bank (WDI): Individuals using the Internet (% of population) / IT.NET.USER.ZS",2024,2026/2/4,A03 updated (latest available) from World Bank WDI.,published,"[""https://data.worldbank.org/indicator/IT.NET.USER.ZS?locations=SG""]"
SGP,A04,"173.2
Proxy: Mobile cellular subscriptions (per 100 people) / IT.CEL.SETS.P2 (スマホ普及率の代理指標)
World Bank (WDI)",2023,2026/2/4,A04 updated (latest available) from World Bank WDI (proxy).,published,"[""https://data.worldbank.org/indicator/IT.CEL.SETS.P2?locations=SG""]"
SGP,A05,"150,689
World Bank (WDI): GDP per capita, PPP (current international $) / NY.GDP.PCAP.PP.CD",2024,2026/2/4,A05 updated (latest available) from World Bank WDI (PPP).,published,"[""https://data.worldbank.org/indicator/NY.GDP.PCAP.PP.CD?locations=SG""]"
SGP,A06,"4
Official languages (incl. de facto where stated): English; Malay; Mandarin Chinese; Tamil",2026,2026/2/4,A06 updated from official languages listing (statewide; de facto only when explicitly stated).,published,"[""https://en.wikipedia.org/wiki/List_of_official_languages_by_country_and_territory""]"
SGP,B01,"単一国家（Unitary）
根拠：シンガポールは連邦制ではなく、憲法に基づく単一の国家統治機構として整理される。",2026,2026/2/4,Initial baseline (basic info template); B01 finalised (unitary/federal).,published,"[""https://sso.agc.gov.sg/Act/CONS1963"",""https://en.wikipedia.org/wiki/Constitution_of_Singapore""]"
SGP,B02,"0
根拠：都市国家として地方自治体（municipality）を置かず、国家統治機構は中央政府が担う（住宅団地のTown Councilは地方自治体とは別制度）。",2025,2026/2/4,Initial baseline (basic info template); B02 finalised (municipality count).,published,"[""https://www.pmo.gov.sg/about-us/the-government/"",""https://www.mnd.gov.sg/newsroom/speeches/view/formation-of-town-councils-2025""]"
SGP,B03,"Weak
憲法上の保障：憲法で国家統治機構（内閣等）が規定され中央政府が意思決定の中心／立法権の有無：なし／制度上の位置づけ：都市国家として中央政府機構が中心／裁量の制約要因：地方政府レベルの制度が統治の中核ではない",2026,2026/2/4,"Initial baseline (basic info template); B03 finalised (Strong/Medium/Weak, templated).",published,"[""https://www.pmo.gov.sg/about-us/the-government/"",""https://sso.agc.gov.sg/Act/CONS1963""]"
SGP,C01,"N/A
C01 value not available under current OECD Trust in government (confidence) dataset selection.",,2026/2/4,C01 not available (no value found for this country under current definition),published,"[""https://www.oecd.org/en/data/indicators/trust-in-government.html"",""https://worldpopulationreview.com/country-rankings/trust-in-government-by-country""]"
SGP,C02,,,2026/2/4,Initial baseline (basic info template),published,[]
SGP,C03,"0.926544
根拠：World Bank GovTech Dataset（WBG_GovTech_Dataset_Dec2025.xlsx）GTMI overall score（Year: 2025, Group: A）",2025,2026/2/4,"C03 GTMI updated (GTMI overall score, 2025)",published,"[""https://datacatalogfiles.worldbank.org/ddh-published/0037889/DR0095721/WBG_GovTech_Dataset_Dec2025.xlsx"", ""https://www.worldbank.org/en/programs/govtech/knowledge-and-innovation/data""]"
SWE,A01,"10,569,709
World Bank (WDI) SP.POP.TOTL",2024,2026/2/4,A01 population updated,published,"[""https://data.worldbank.org/country/sweden""]"
SWE,A02,"89
World Bank (WDI) SP.URB.TOTL.IN.ZS（都市の定義は国別）",2024,2026/2/4,A02 urbanization updated,published,"[""https://data.worldbank.org/indicator/SP.URB.TOTL.IN.ZS?locations=SE""]"
SWE,A03,"95.5293
World Bank (WDI): Individuals using the Internet (% of population) / IT.NET.USER.ZS",2024,2026/2/4,A03 updated (latest available) from World Bank WDI.,published,"[""https://data.worldbank.org/indicator/IT.NET.USER.ZS?locations=SE""]"
SWE,A04,"140.266
Proxy: Mobile cellular subscriptions (per 100 people) / IT.CEL.SETS.P2 (スマホ普及率の代理指標)
World Bank (WDI)",2023,2026/2/4,A04 updated (latest available) from World Bank WDI (proxy).,published,"[""https://data.worldbank.org/indicator/IT.CEL.SETS.P2?locations=SE""]"
SWE,A05,"71,030
World Bank (WDI): GDP per capita, PPP (current international $) / NY.GDP.PCAP.PP.CD",2024,2026/2/4,A05 updated (latest available) from World Bank WDI (PPP).,published,"[""https://data.worldbank.org/indicator/NY.GDP.PCAP.PP.CD?locations=SE""]"
SWE,A06,"1
Official languages (incl. de facto where stated): Swedish",2026,2026/2/4,A06 updated from official languages listing (statewide; de facto only when explicitly stated).,published,"[""https://en.wikipedia.org/wiki/List_of_official_languages_by_country_and_territory""]"
SWE,B01,"単一国家（Unitary）
根拠：単一国家として整理される（分権的な制度設計はB03で扱う）。",2026,2026/2/4,Initial baseline (basic info template); B01 finalised (unitary/federal).,published,"[""https://portal.cor.europa.eu/divisionpowers/Pages/Sweden-intro.aspx""]"
SWE,B02,"290
根拠：Statistics Sweden（SCB）による現行の自治体数は290。",2025,2026/2/4,Initial baseline (basic info template); B02 finalised (municipality count).,published,"[""https://www.scb.se/en/finding-statistics/regional-statistics/regional-divisions/counties-and-municipalities/""]"
SWE,B03,"Strong
憲法上の保障：憲法（Instrument of Government）に地方自治が明記／立法権の有無：なし／制度上の位置づけ：自治体（kommuner）と地域（regioner）の二層／裁量の制約要因：国法で義務事務が規定、国の枠組みの下で運営",2026,2026/2/4,"Initial baseline (basic info template); B03 finalised (Strong/Medium/Weak, templated).",published,"[""https://www.scb.se/en/finding-statistics/regional-statistics/regional-divisions/counties-and-municipalities/"",""https://www.government.se/how-sweden-is-governed/the-swedish-model-of-government-administration/""]"
SWE,C01,"0.584700
OECD: Trust in government (share reporting confidence in national government; 2023). Stored as 0-1 (percentage/100).",2023,2026/2/4,"C01 updated (OECD Trust in government: confidence in national government, 2023; scaled to 0-1, 6 decimals)",published,"[""https://www.oecd.org/en/data/indicators/trust-in-government.html"",""https://worldpopulationreview.com/country-rankings/trust-in-government-by-country""]"
SWE,C02,,,2026/2/4,Initial baseline (basic info template),published,[]
SWE,C03,"0.797469
根拠：World Bank GovTech Dataset（WBG_GovTech_Dataset_Dec2025.xlsx）GTMI overall score（Year: 2025, Group: A）",2025,2026/2/4,"C03 GTMI updated (GTMI overall score, 2025)",published,"[""https://datacatalogfiles.worldbank.org/ddh-published/0037889/DR0095721/WBG_GovTech_Dataset_Dec2025.xlsx"", ""https://www.worldbank.org/en/programs/govtech/knowledge-and-innovation/data""]"
USA,A01,"340,110,988
World Bank (WDI) SP.POP.TOTL",2024,2026/2/4,A01 population updated,published,"[""https://data.worldbank.org/indicator/SP.POP.TOTL?locations=US""]"
USA,A02,"80
World Bank (WDI) SP.URB.TOTL.IN.ZS（都市の定義は国別）",2024,2026/2/4,A02 urbanization updated,published,"[""https://data.worldbank.org/indicator/SP.URB.TOTL.IN.ZS?locations=US""]"
USA,A03,"93.1444
World Bank (WDI): Individuals using the Internet (% of population) / IT.NET.USER.ZS",2023,2026/2/4,A03 updated (latest available) from World Bank WDI.,published,"[""https://data.worldbank.org/indicator/IT.NET.USER.ZS?locations=US""]"
USA,A04,"112.411
Proxy: Mobile cellular subscriptions (per 100 people) / IT.CEL.SETS.P2 (スマホ普及率の代理指標)
World Bank (WDI)",2023,2026/2/4,A04 updated (latest available) from World Bank WDI (proxy).,published,"[""https://data.worldbank.org/indicator/IT.CEL.SETS.P2?locations=US""]"
USA,A05,"85,810
World Bank (WDI): GDP per capita, PPP (current international $) / NY.GDP.PCAP.PP.CD",2024,2026/2/4,A05 updated (latest available) from World Bank WDI (PPP).,published,"[""https://data.worldbank.org/indicator/NY.GDP.PCAP.PP.CD?locations=US""]"
USA,A06,"1
Official languages (incl. de facto where stated): English (de facto)",2026,2026/2/4,A06 updated from official languages listing (statewide; de facto only when explicitly stated).,published,"[""https://en.wikipedia.org/wiki/List_of_official_languages_by_country_and_territory""]"
USA,B01,"連邦国家（Federal）
根拠：連邦制は、合衆国憲法の下で連邦政府と州政府の間に権限を分割・共有する仕組みとして説明される。",2026,2026/2/4,Initial baseline (basic info template); B01 finalised (unitary/federal).,published,"[""https://constitution.congress.gov/browse/essay/intro.7-3/ALDE_00000032/""]"
USA,B02,"35705
根拠：米国の2022 Census of Governmentsの整理に基づく、一般目的の基礎自治体（municipal＋township）の合計。州制度により区分が異なるため、Censusの分類に従う。",2022,2026/2/4,Initial baseline (basic info template); B02 finalised (municipality count).,published,"[""https://www.census.gov/data/tables/2022/econ/gus/2022-governments.html"",""https://www.stlouisfed.org/publications/regional-economist/2024/march/local-governments-us-number-type""]"
USA,B03,"Medium
憲法上の保障：連邦制の下で州に広い裁量領域がある（州と連邦で権限分担）／立法権の有無：なし／制度上の位置づけ：地方政府の制度は州制度に依存（州により設計が異なる）／裁量の制約要因：州法の枠組み・州の監督に依存",2026,2026/2/4,"Initial baseline (basic info template); B03 finalised (Strong/Medium/Weak, templated).",published,"[""https://constitution.congress.gov/browse/essay/intro.7-3/ALDE_00000032/""]"
USA,C01,"0.309300
OECD: Trust in government (share reporting confidence in national government; 2023). Stored as 0-1 (percentage/100).",2023,2026/2/4,"C01 updated (OECD Trust in government: confidence in national government, 2023; scaled to 0-1, 6 decimals)",published,"[""https://www.oecd.org/en/data/indicators/trust-in-government.html"",""https://worldpopulationreview.com/country-rankings/trust-in-government-by-country""]"
USA,C02,"0.611831
OECD Going Digital (Truth Quest Survey): Share of adults who avoid using certain websites, apps, or social media due to privacy concerns (Year: 2024). Stored as 0-1 (percentage/100).",2024,2026/2/4,"C02 updated (OECD Going Digital indicator 84; scaled to 0-1, 6 decimals)",published,"[""https://goingdigital.oecd.org/en/indicator/84"",""https://www.oecd.org/en/publications/the-oecd-truth-quest-survey_92a94c0f-en.html""]"
USA,C03,"0.770755
根拠：World Bank GovTech Dataset（WBG_GovTech_Dataset_Dec2025.xlsx）GTMI overall score（Year: 2025, Group: A）",2025,2026/2/4,"C03 GTMI updated (GTMI overall score, 2025)",published,"[""https://datacatalogfiles.worldbank.org/ddh-published/0037889/DR0095721/WBG_GovTech_Dataset_Dec2025.xlsx"", ""https://www.worldbank.org/en/programs/govtech/knowledge-and-innovation/data""]"
